Next Page Token = CfDJ8KXhJwB4GRRPqJWFH0ywOem1UfhPjz8G1vCWeY5yOZH0o-WR2mTsLuMZSPxIbvIBpBhvTeKINoMf1J3eLw-8i98
  teamId  teamName               submissionDate              score    
--------  ---------------------  --------------------------  -------  
15592336  Oscar Le               2026-05-23 05:30:48.486000  0.93332  
15656569  Emre Cirak             2026-05-22 17:15:30.800000  0.93279  
16038924  adarsh_rajbhar1234@    2026-05-22 19:21:02.140000  0.93250  
15986840  ENZO_NUM               2026-05-17 13:14:12.260000  0.93094  
16002936  Harsh Rajbhar          2026-05-19 14:03:02.273000  0.92957  
16024322  mindset324             2026-05-20 22:31:10.423000  0.92271  
15748149  Đức Danh có 102        2026-05-23 01:01:26.480000  0.91530  
16007936  FRISTY                 2026-05-21 18:17:12.850000  0.91171  
15743210  KoiralaAnand           2026-05-21 07:00:48.520000  0.89662  
15600626  WBF_USA_NYC            2026-05-13 03:25:15.513000  0.86077  
15916384  NLP is better than CV  2026-05-17 11:40:04.230000  0.86015  
15756050  ömer kiraz             2026-05-20 11:32:04.253000  0.85904  
15921334  asddsaz                2026-05-16 20:03:35.050000  0.84022  
15963758  gin_tonic              2026-05-22 20:26:41.123000  0.84018  
15659665  GaoZixiang             2026-05-05 14:00:09.006000  0.83705  
15880254  HYUNUK123              2026-05-22 08:55:51.670000  0.83573  
15704885  moeuuu                 2026-05-22 09:23:44.163000  0.83479  
15832885  Abhinav Bhamidipati    2026-05-09 16:02:56.846000  0.83443  
15788473  Kun Zhang              2026-05-22 17:54:20.266000  0.83245  
15749281  Zhang Huiming          2026-05-11 02:37:37.926000  0.82892  
