Next Page Token = CfDJ8G82xNY93phHtA6xMwIf8xMM9zC6uCTWH4v_be_4ZlixHDdacT0dy2mnsNJH2uP8iLv28RJAdWiwK7O6Ddwgtn8
  teamId  teamName               submissionDate              score    
--------  ---------------------  --------------------------  -------  
15748149  Nguyễn Đức Danh        2026-06-02 00:56:14.203000  0.95099  
15592336  Oscar Le               2026-06-06 17:00:57.406000  0.93787  
16065027  Knight of Favonius     2026-06-08 08:02:36.376000  0.93736  
16002936  Harsh Rajbhar          2026-06-07 18:35:58.813000  0.93568  
15656569  Emre Cirak             2026-05-25 20:51:27.846000  0.93279  
16038924  adarsh_rajbhar1234@    2026-05-31 21:36:48.963000  0.93250  
15986840  ENZO_NUM               2026-06-08 11:22:25.643000  0.93250  
16007928  CORE CLOCK             2026-06-02 14:30:01.786000  0.93250  
16024322  mindset324             2026-05-31 21:49:02.306000  0.93191  
15729634  GAURAV PARKHEDKAR      2026-06-08 07:08:11.130000  0.92924  
15796640  YES I CAN              2026-06-07 13:12:16.646000  0.92778  
16007936  FRISTY                 2026-06-05 22:26:52.740000  0.92709  
16244910  konichiwasepogaichi    2026-06-08 08:16:49.113000  0.90121  
15743210  KoiralaAnand           2026-06-03 10:21:00.403000  0.89856  
16093675  Vandit                 2026-05-30 14:29:53.186000  0.89344  
15592591  Muhammad Haaris 27083  2026-06-08 01:10:45.650000  0.88603  
15788473  Kun Zhang              2026-06-07 06:43:25.980000  0.87382  
15600626  WBF_USA_NYC            2026-06-02 12:35:49.146000  0.86608  
16092905  Yash Purbhe            2026-06-07 18:53:13.230000  0.86109  
15916384  NLP is better than CV  2026-05-17 11:40:04.230000  0.86015  
