Next Page Token = <redacted>
  teamId  teamName               submissionDate              score    
--------  ---------------------  --------------------------  -------  
15748149  Nguyễn Đức Danh        2026-05-30 00:13:15.596000  0.94465  
15592336  Oscar Le               2026-05-28 05:02:29.080000  0.93332  
15656569  Emre Cirak             2026-05-25 20:51:27.846000  0.93279  
16038924  adarsh_rajbhar1234@    2026-05-24 12:47:19.276000  0.93250  
15986840  ENZO_NUM               2026-05-26 12:42:48.493000  0.93250  
16024322  mindset324             2026-05-29 23:23:32.513000  0.93191  
16007928  CORE CLOCK             2026-05-28 00:18:45.540000  0.93155  
16002936  Harsh Rajbhar          2026-05-30 02:59:00.376000  0.92957  
15796640  YES I CAN              2026-05-31 02:24:33.326000  0.92716  
16007936  FRISTY                 2026-05-21 18:17:12.850000  0.91171  
15743210  KoiralaAnand           2026-05-21 07:00:48.520000  0.89662  
16093675  Vandit                 2026-05-30 14:29:53.186000  0.89344  
15592591  Muhammad Haaris 27083  2026-05-30 18:09:42.706000  0.86285  
15600626  WBF_USA_NYC            2026-05-13 03:25:15.513000  0.86077  
15916384  NLP is better than CV  2026-05-17 11:40:04.230000  0.86015  
15756050  ömer kiraz             2026-05-20 11:32:04.253000  0.85904  
16019564  THe_vK                 2026-05-28 08:41:12.613000  0.84520  
16072527  Panagiotis Niarchos    2026-05-28 11:01:25.166000  0.84424  
15921334  asddsaz                2026-05-16 20:03:35.050000  0.84022  
15963758  gin_tonic              2026-05-30 05:11:09.496000  0.84018  
